Album,Song,Lyrics
,RENO,"She took off her stockings, I held them to my face."
,,"She had your ankles, I felt filled with grace."
,,"""Two hundred dollars straight in,"
,,"Two-fifty up the ass,"" she smiled and said."
,,"She unbuckled my belt, pulled back her hair,"
,,And sat in front of me on the bed.
,,"She said, ""Honey how's that feel, do you want me to go slow?"""
,,"My eyes drifted out the window, down to the road below."
,,
,,I felt my stomach tighten. The sun bloodied the sky
,,And sliced through the hotel blinds. I closed my eyes.
,,"Sunlight on the Amatitlan, sunlight streaming thru your hair."
,,"In the Valle de dos Rios, smell of mock orange filled the air."
,,"We rode with the vaqueros, down into cool rivers of green."
,,I was sure the work and that smile coming out 'neath your hat
,,Was all I'd ever need.
,,"Somehow all you ever need's, never really quite enough you know."
,,"You and I, Maria, we learned it's so."
,,
,,"She slipped me out of her mouth, ""You're ready,"" she said."
,,"She took off her bra and panties, wet her finger, slipped it inside her,"
,,And crawled over me on the bed.
,,"She poured me another whisky,"
,,"Said, ""Here's to the best you ever had."""
,,We laughed and made a toast.
,,"It wasn't the best I ever had,"
,,Not even close.
,LONG TIME COMIN',Out where the creek turns shallow and sandy
,,And the moon comes skimmin' away the stars
,,The wind in the mesquite comes rushin' over the hilltops
,,Straight into my arms
,,Straight into my arms
,,
,,I'm riding hard carryin' a catch of roses
,,And a fresh map that I made
,,Tonight I'm gonna get birth naked and bury my old soul
,,And dance on its grave
,,And dance on its grave
,,
,,"It's been a long time comin', my dear"
,,It's been a long time comin' but now it's here
,,
,,Well my daddy he was just a stranger
,,Lived in a hotel downtown
,,When I was a kid he was just somebody
,,Somebody I'd see around
,,Somebody I'd see around
,,
,,Now down below and pullin' on my shirt
,,I got some kids of my own
,,"Well if I had one wish in this god forsaken world, kids"
,,It'd be that your mistakes would be your own
,,Yea your sins would be your own
,,
,,"It's been a long time comin', my dear"
,,It's been a long time comin' but now it's here
,,
,,Out 'neath the arms of Cassiopeia
,,Where the sword of Orion sweeps
,,"It's me and you, Rosie, cracklin' like crossed wires"
,,And you breathin' in your sleep
,,You breathin' in your sleep
,,
,,Well there's just a spark of campfire burning
,,Two kids in a sleeping bag beside
,,"I Reach 'neath your shirt, lay my hands across your belly"
,,And feel another one kickin' inside
,,I ain't gonna fuck it up this time
,,
,,"It's been a long time comin', my dear"
,,It's been a long time comin' but now it's here
,,"It's been a long time comin', my dear"
,,It's been a long time comin' but now it's hereØ
,BLACK COWBOYS,Rainey Williams' playground was the Mott Haven streets
,,"where he ran past melted candles and flower wreaths,"
,,"names and photos of young black faces,"
,,whose death and blood consecrated these places.
,,"Rainey's mother said, ""Rainey stay at my side,"
,,for you are my blessing you are my pride.
,,It's your love here that keeps my soul alive.
,,"I want you to come home from school and stay inside."""
,,
,,Rainey'd do his work and put his books away.
,,There was a channel showed a western movie everyday.
,,Lynette brought him home books on the black cowboys of the Oklahoma range
,,and the Seminole scouts who fought the tribes of the Great Plains.
,,Summer come and the days grew long.
,,Rainey always had his mother's smile to depend on.
,,to the warmth of her arms at the end of each day.
,,
,,"Come the fall the rain flooded these homes,"
,,"here in Ezekiel's valley of dry bones,"
,,it fell hard and dark to the ground.
,,It fell without a sound.
,,"Lynette took up with a man whose business was the boulevard,"
,,whose smile was fixed in a face that was never off guard.
,,In the pipes 'neath the kitchen sink his secrets he kept.
,,"In the day, behind drawn curtains, in Lynette's bedroom he slept."
,,
,,Then she got lost in the days.
,,"The smile Rainey depended on dusted away,"
,,the arms that held him were no more his home.
,,He lay at night his head pressed to her chest listening to the ghost in her bones.
,,
,,In the kitchen Rainey slipped his hand between the pipes.
,,"From a brown bag pulled five hundred dollar bills and stuck it in his coat side,"
,,"stood in the dark at his mother's bed,Ø"
,,brushed her hair and kissed her eyes.
,,
,,In the twilight Rainey walked to the station along streets of stone.
,,Through Pennsylvania and Ohio his train drifted on.
,,"Through the small towns of Indiana the big train crept,"
,,as he lay his head back on the seat and slept.
,,"He awoke and the towns gave way to muddy fields of green,"
,,corn and cotton and an endless nothin' in between.
,,Over the rutted hills of Oklahoma the red sun slipped and was gone.
,,The moon rose and stripped the earth to its bone.
,MARIA'S BED,Been on a barbed wire highway 40 days and nights
,,I ain't complain'n that's my job and it suits me right
,,I got a sweet soul fever rushin' around my head
,,I'm gonna sleep tonight in Maria's bed
,,
,,Got on a dead man's suit and smilin' skull ring
,,Lucky graveyard boots and a song to sing
,,"I keep my heart in my work, my troubles in my head"
,,And I keep my soul in Maria's bed
,,
,,"I been up on sugar mountain, 'cross the sweet blue sea"
,,I walked the valley of love and tears and mystery
,,I got run out'a luck and gave myself up for dead
,,Then I drank the cool clear waters from Maria's bed
,,
,,She give me candy stick kisses 'neath a wolf dog moon
,,"One sweet breath and she'll take you, mister, to the upper room"
,,
,,"I was burned by the angels, sold wings of lead"
,,Then I fell in the roses and sweet salvation of Maria's bed
,,
,,"I been out in the desert, doin' my time"
,,"Siftin' through the dust for fools gold, lookin' for a sign"
,,"Holy man said, ""Hold on, brother, there's a light up ahead."""
,,Ain't nothin' like the light that shines on me in Maria's bed
,,
,,Well I take my blessings at the riverhead
,,I'm living in the light of Maria's bed
,SILVER PALOMINO,"A mother dies, leaving her young son to come to terms with the loss. In remembrance of Fiona Chappel, for her sons Tyler and Oliver."
,,
,,I was barely 13 years old
,,She came out of the Guadalupe's on a night so cold
,,Her coat was frosted diamonds in the sallow moon's glow
,,My silver palomino
,,Sixteen hands from her withers to the ground
,,I lie in bed and listen to the sound
,,Of the west Texas thunder roll
,,My silver palomino
,,I track her into the mountains she loved
,,Watch her from the rocks above
,,She'd dip her neck and drink from the winter flows
,,My silver palomino
,,"Our mustaneros were the very best, sir"
,,But they could never lay a rope on her
,,No corral will ever hold
,,The silver palomino
,,In my dreams bareback I ride
,,Over the pradera low and wide
,,As the wind sweeps out the draw
,,'Cross the scrub desert floor
,,I'd give my riata and spurs
,,If I could be forever yours
,,I'd ride into the serrania where no one goes
,,For my silver palomino
,,Summer drought come hard that year
,,Our herd grazed the land so bare
,,Me and my dad had to blowtorch the thorns off the prickly pear
,,"And mother, your hand slipped from my hair"
,,"Tonight I wake early the sky is pearl, the stars aglow"
,,I saddle up my red roan
,,I ride deep into the mountains along a ridge of pale stone
,,Where the air is still with the coming snow
,,As I rise higher I can smell your hair
,,"The scent of your skin, mother, fills the air"
,,'Midst the harsh scrub pine that grows
,,I watch the silver palomino
,JESUS WAS AN ONLY SON,Jesus was an only son
,,As he walked up Calvary Hill
,,His mother Mary walking beside him
,,In the path where his blood spilled
,,Jesus was an only son
,,In the hills of Nazareth
,,As he lay reading the Psalms of David
,,At his mother's feet
,,
,,"A mother prays, ""Sleep tight, my child, sleep well"
,,For I'll be at your side
,,"That no shadow, no darkness, no tolling bell,"
,,"Shall pierce your dreams this night."""
,,
,,In the garden at Gethsemane
,,"He prayed for the life he'd never live,"
,,He beseeched his Heavenly Father to remove
,,The cup of death from his lips
,,
,,"Now there's a loss that can never be replaced,"
,,"A destination that can never be reached,"
,,"A light you'll never find in another's face,"
,,A sea whose distance cannot be breached
,,
,,Well Jesus kissed his mother's hands
,,"Whispered, ""Mother, still your tears,"
,,For remember the soul of the universe
,,"Willed a world and it appeared.""Ø"
,LEAH,"I wanna build me a house, on higher ground"
,,"I wanna find me a world, where love's the only sound"
,,"High above this road, filled with shadow and doubt"
,,"I want to shoulder my load, and figure it all out"
,,With Leah
,,
,,"I walk this road, with a hammer and a fiery lantern"
,,"With this hand I've built, and with this I've burned"
,,"I wanna live in the same house, beneath the same roof"
,,"Sleep in the same bed, search for the same proof"
,,As Leah
,,
,,"I got somethin' in my heart, I been waitin' to give"
,,"I got a life I wanna start, one I been waitin' to live"
,,"No more waitin', tonight I feel the light I say the prayer"
,,"I open the door, I climb the stairs..."
,THE HITTER,"Come to the door, Ma, and unlock the chain"
,,I was just passin' through and got caught in the rain
,,"There's nothin' I want, nothin' that you need say"
,,Just let me lie down for a while and I'll be on my way
,,
,,I was no more than a kid when you put me on the Southern Queen
,,With the police on my back I fled to New Orleans
,,I fought in the dockyards and with the money I made
,,I knew the fight was my home and blood was my trade
,,
,,"Baton Rouge, Ponchatoula, and Lafayette town"
,,"Well they paid me their money, Ma, I knocked the men down"
,,I did what I did well it come easily
,,"Restraint and mercy, Ma, were always strangers to me"
,,
,,I fought champion Jack Thompson in a field full of mud
,,Rain poured through the tent to the canvas and mixed with our blood
,,In the twelfth I slipped my tongue over my broken jaw
,,I stood over him and pounded his bloody body into the floor
,,Well the bell rang and rang and still I kept on
,,'Till I felt my glove leather slip 'tween his skin and bone
,,
,,Then the women and the money came fast and the days I lost track
,,"The women red, the money green, but the numbers were black"
,,I fought for the men in their silk suits to lay down their bets
,,"I took my good share, Ma, I have no regrets"
,,
,,Then I took the fix at the state armory with big John McDowell
,,From high in the rafters I watched myself fall
,,As they raised his arm my stomach twisted and the sky it went black
,,I stuffed my bag with their good money and I never looked back
,,
,,"Understand, in the end, Ma, every man plays the game"
,,If you know me one different then speak out his name
,,"Ma, if my voice now you don't recognize"
,,Then just open the door and look into your dark eyes
,,"I ask of you nothin', not a kiss not a smile,"
,,Just open the door and let me lie down for a while
,,
,,Now the gray rain's fallin' and my ring fightin's done
,,So in the work fields and alleys I take all who'll come
,,If you're a better man than me then just step to the line
,,Show me your money and speak out your crime
,,"Now there's nothin' I want, Ma, nothin' that you need say"
,,Just let me lie down for a while and I'll be on my way
,,
,,Tonight in the shipyard a man draws a circle in the dirt
,,I move to the center and I take off my shirt
,,"I study him for the cuts, the scars, the pain,"
,,"Man, nor time can erase"
,,I move hard to the left and I strike to the face
,ALL I'M THINKIN' ABOUT,Blind man wavin' by the side of the road
,,I'm in a flat bed Ford carrying a heavy load
,,With a sweet thing sippin' on a blueberry wine
,,On a flat black highway down in Carolina
,,Black bird slippin' in a sky of blue
,,
,,"All I'm thinkin' about is you, baby"
,,"All I'm thinkin' about is you, honey"
,,"All I'm thinkin' about is you, baby"
,,All I'm thinkin' about is you
,,Ain't nothin' in this world I can do about it
,,All I'm thinkin' about is you
,,
,,Little boy carryin' a fishin' pole
,,Little girl pickin' berries straight off of the vine
,,Brown bag filled with a little green toad
,,We hook 'em through the lip and throw 'em off of the line
,,Your sweet brown legs got me feeling so blue
,,
,,"All I'm thinkin' about is you, baby"
,,All I'm thinkin' about is you
,,"All I'm thinkin' about is you, baby"
,,All I'm thinkin' about is you
,,Ain't nothin' in this world I can do about it
,,All I'm thinkin' about is you
,,
,,Black car shinin' on a Sunday morn
,,"Mama go to church now, Mama go to church now"
,,Friday night daddy's shirt is torn
,,"Daddy's goin' downtown, daddy's goin' downtown"
,,Ain't no one understand this sweet thing we do
,,
,,"All I'm thinkin' about is you, baby"
,,All I'm thinkin' about is you
,,"All I'm thinkin' about is you, baby"
,,All I'm thinkin' about is you
,,Ain't nothin' in this world I can do about it
,,All I'm thinkin' about is you
,,
,,"Field turned up, the seed is sowed"
,,Rain comin' in from over 'cross the road
,,Big black curtain coming 'cross the field
,,"Blind 'll see, the lame will be healed"
,,"Brown eyed girl, I turned my back on you, now it's lonely"
,,
,,"All I'm thinkin' about is you, babe"
,,All I'm thinkin' about is you
,,"All I'm thinkin' about is you, babe"
,,"All I'm thinkin' about is you,"
,,Ain't nothin' in this world take away these blues
,,
,,All I'm thinkin' about is you
,,"All I'm thinkin' about is you, babe"
,,All I'm thinkin' about is you
,,All I'm thinkin' about is you
,,All I'm thinkin' about is you
,,Ain't nothin' in this world I can do about it
,,All I'm thinkin' about is you
,MATAMOROS BANKS,"Each year many die crossing the deserts, mountains, and rivers of our southern border in search of a better life. Here I follow the journey backwards, from the body at the river bottom, to the man walking across the desert towards the banks of the Rio Grande."
,,
,,For two days the river keeps you down
,,Then you rise to the light without a sound
,,Past the playgrounds and empty switching yards
,,"The turtles eat the skin from your eyes, so they lay open to the stars"
,,
,,Your clothes give way to the current and river stone
,,'Till every trace of who you ever were is gone
,,And the things of the earth they make their claim
,,That the things of heaven may do the same
,,"Goodbye, my darling, for your love I give God thanks,"
,,Meet me on the Matamoros
,,Meet me on the Matamoros
,,Meet me on the Matamoros banks
,,
,,Over rivers of stone and ancient ocean beds
,,I walk on sandals of twine and tire tread
,,"My pockets full of dust, my mouth filled with cool stone"
,,The pale moon opens the earth to its bones
,,"I long, my darling, for your kiss, for your sweet love I give God thanks"
,,The touch of your loving fingertips
,,Meet me on the Matamoros
,,Meet me on the Matamoros
,,Meet me on the Matamoros banks
,,
,,Your sweet memory comes on the evenin' wind
,,I sleep and dream of holding you in my arms again
,,"The lights of Brownsville, across the river shine"
,,A shout rings out and into the silty red river I dive
,,"I long, my darling, for your kiss, for your sweet love I give God thanks"
,,A touch of your loving fingertips
,,Meet me on the Matamoros
,,Meet me on the Matamoros
,,Meet me on the Matamoros banks
,,
,,Meet me on the Matamoros
,,Meet me on the Matamoros
,,Meet me on the Matamoros banks
We Shall Overcome:ØThe Seeger Sessions,OLD DAN TUCKER,"Old Dan Tucker, he's a fine old man,"
,,Washed his face in a frying pan
,,Combed his hair with a wagon wheel
,,Died with a toothache in his heel
,,
,,"Get out of the way! Old Dan Tucker,"
,,You're too late to get your supper.
,,"Get out of the way! Old Dan Tucker,"
,,You're too late to get your supper
,,
,,"Old Dan Tucker, he'd come to town"
,,"Riding a billy goat, leading a hound"
,,"Hound dog barked, billy goat jumped"
,,Landed Dan Tucker on a stump!
,,
,,"Get out of the way! Old Dan Tucker,"
,,You're too late to get your supper.
,,"Get out of the way! Old Dan Tucker,"
,,You're too late to get your supper
,,
,,Now old Dan Tucker has come to town
,,Swinging the ladies round and round
,,First to the right and then to the left
,,Then to the girl that he loves best
,,
,,"Get out of the way! Old Dan Tucker,"
,,You're too late to get your supper.
,,"Get out of the way! Old Dan Tucker,"
,,You're too late to get your supperØ
,JESSE JAMES,"Jesse James was a lad that killed many a man,"
,,"He robbed the Danville train,"
,,"He stole from the rich and he gave to the poor,"
,,He'd a hand and a heart and a brain.
,,
,,"Poor Jesse had a wife to mourn for his life,"
,,"Three children, they were brave;"
,,But the dirty little coward that shot Mr. Howard
,,Has laid Jesse James in his grave.
,,"It was Robert Ford, that dirty little coward,"
,,"I wonder how he does feel,"
,,"For he ate of Jesse's bread and he slept in Jesse's bed,"
,,Then he laid poor Jesse in his grave.
,,
,,"Jesse was a man, a friend to the poor,"
,,"He'd never see a man suffer pain,;"
,,"And with his brother Frank, he robbed the Chicago bank,"
,,And stopped the Glendale train.
,,
,,"It was on a Wednesday night and the moon was shining bright,"
,,"They robbed the Glendale train,"
,,"And the people they did say for many miles away,"
,,It was robbed by Frank and Jesse James.
,,
,,"It was his brother Frank that robbed the Gallatin bank,"
,,And carried the money from the town;
,,"lt was in this very place that they had a little race,"
,,For they shot Captain Sheets to the ground.
,,
,,"They went to the crossing not very far from there,"
,,And there they did the same;
,,"With the agent on his knees, he delivered up the keys"
,,"To the outlaws, Frank and Jesse James."
,,
,,It was on Saturday night and Jesse was at home
,,"Talking with his family brave,"
,,Robert Ford came along like a thief in the night
,,And laid poor Jesse in his grave.
,,
,,"The people held their breath when they heard of Jesse's death,"
,,And wondered how he ever came to die.
,,"It was one of the gang called little Robert Ford,"
,,He shot poor Jesse on the sly.
,,
,,"Jesse went to rest with his hand on his breast,"
,,The devil will be upon his knee.
,,"He was born one day in the county of Clay,"
,,And he came from a solitary race.
,,
,,This song was made by Billy Gashade
,,As soon as the news did arrive;
,,He said there was no man with the law in his hand
,,Who could take Jesse James when alive.Ø
,MRS. MCGRATH,"""Mrs. McGrath,"" the sergeant said,"
,,"""Would you like to make a soldier"
,,"Out of your son, Ted?"
,,"With a scarlet cloak and a fine cocked hat,"
,,"Mrs. McGrath wouldn't you like that?"""
,,
,,Mrs. McGrath lived on the seashore
,,For the space of seven long years or more
,,'Till she saw big ship sailing in the bay
,,"""Hallelu, babbelu, I think it's he!"""
,,
,,"""Oh, Captain dear, where have you been."
,,Have you been out sailin' on the Mediteren'.
,,Have you any tidings of my son Ted.
,,"Is the poor boy livin' or is he dead?"""
,,
,,Now up comes Ted without any legs
,,And in their place there were two wooden pegs
,,She kissed him a dozen times or two
,,"Saying ""Holy moly could it be you?"""
,,
,,"""Now was you drunk or was you blind"
,,When you left your two fine legs behind?
,,Or was it out walking upon the sea
,,"That tore your legs from the knees away?"""
,,
,,"""No I wasn't drunk and I wasn't blind"
,,When I left my two fine legs behind.
,,For a cannon ball on the fifth of May
,,"Took my two fine legs from the knees away."""
,,
,,"""Now Teddy me boy,"" the old widow cried"
,,"""Your two fine legs was your mama's pride"
,,Them stumps of a tree won't do at all
,,"Why didn't you run from the big cannon ball?"""
,,
,,"""Now against all war, I do profrain"
,,Between Don Juan and the King of Spain
,,"And, by herrons, I'll make 'em rue the time"
,,"When they swept the legs from a child of mine.""Ø"
,O MARY DON'T YOU WEEP,"Oh, Mary, don't you weep"
,,Tell Martha not to moan
,,Pharaoh's army drowned in the Red Sea
,,"Oh, Mary, don't you weep"
,,Tell Martha not to moan
,,If I could I surely would
,,Stand on the rock where Moses stood
,,Pharaoh's army drowned in the Red Sea
,,"Oh, Mary, don't you weep"
,,Tell Martha not to moan
,,
,,You know Jesus... He's my Friend
,,He picks me up when I fall down again
,,Every day I get on my knees and pray
,,That the Lord's hand will come and show the way
,,And I just thank Him each day that I live
,,I give Him all that I have to give ... every day!
,,
,,"Jesus, He told Mary, ""Don't you weep no more"
,,Just believe in a miracle
,,Every day there's a miracle in your life
,,You've just got to look for it
,,"Have faith in your heart, in your soul, every day""."
,,"Jesus told Mary, ""Don't you no more"
,,"'Cause I'm coming back again... yes I am!"""
,,
,,Now Mary had a brother named Lazarus
,,One day when Jesus was praying to the masses
,,Lazarus passed away.
,,Mary she lost faith
,,She got sick at the heart
,,She didn't believe
,,Jesus came back
,,"He told Mary, ""Don't you weep... 'cause I can fix it!"""
,,
,,"He said Lazarus, ""Rise up and walk with te livig"""
,,And lazarus rose up ... O what a miracle
,,"Jesus told Mary, ""You don't have to weep"
,,"No you don't have to moan!"""
,,
,,"Oh, Mary, don't you weep"
,,Tell Martha not to moanØ
,JOHN HENRY,"One, two, three"
,,"Well, John Henry was a little baby"
,,Sittin' on his dady's knee
,,"He pick up a hammer and a little piece of steel,"
,,"And, ""God, hammer's gonna be the death of me, Lord, Lord"
,,"Hammer's gonna be the death of me"""
,,
,,"Now the captain he said to John Henry,"
,,"""I'm gonna bring that steam drill 'round"
,,I'm gonna bring that steam drill out on these tracks
,,"I'm gonna knock that steel on down, God, God"
,,"Gonna knock that steel on down"""
,,
,,"John Henry told his captain,"
,,"""Lord, man ain't nothin' but a man"
,,Before I let that steam drill beat me down
,,"I'm gonna die with a hammer in my hand, Lord, Lord"
,,"Die with a hammer in my hand"""
,,Violin Soozie!
,,
,,John Henry driving on the right side
,,That steam drill driving on the left
,,"Says, ""Before I'll let your steam drill beat me down"
,,"I'm gonna hammer myself to death, Lord, Lord"
,,"I'll hammer my fool self to death"""
,,
,,"Well, captain said to John Henry,"
,,"""What is that stone out here?"""
,,"John Henry said, ""That ain't no stone"
,,"Captain, that's just my hammer in here, Lord, Lord"
,,"That's just my hammer in here"""
,,
,,John Henry said to his shaker
,,"""Shaker, why don't you sing?"
,,'Cause I'm swigin' thirty pounds from my hips on down
,,"Yeah, listen to my cold steel ring, Lord, Lord"
,,"Listen to my cold steel ring"""
,,Come on ???!
,,
,,I wanna hear that banjo too!
,,
,,???
,,"Now John Henry, he hammered in the mountains"
,,His hammer was striking fire
,,"But he worked so hard, he broke his heart"
,,"John Henry laid his hammer and died, Lord, Lord"
,,John Henry laid down his hammer and died
,,
,,"Well, now John Henry, he had him a woman"
,,Her name was Polly Ann
,,"She walked down to those tracks, picked up John Henry's hammer"
,,"Polly drove steel like a man, Lord, Lord"
,,Polly drove that steel like a man
,,Hey!
,,
,,"Well every, every Monday morning"
,,When the bluebird he begin to sing
,,You can hear John Henry from a mile or more
,,"You can hear John Henry's hammer ring, Lord, Lord"
,,You can hear John Henry's hammer ring
,,??? again!
,,"So you can hear John Henry's hammer ring, Lord, Lord"
,,You can hear John Henry's hammer ring
,,Come on! Woah!
,,
,,"One, two, a one two three four!"
,ERIE CANAL,We were forty miles from Albany
,,Forget it I never shall.
,,What a terrible storm we had one night
,,On the E-ri-e - Canal.
,,
,,O the E-ri-e was a-rising
,,And the gin was a-getting low.
,,And I scarcely think we'll get a drink
,,Till we get to Buff-a-lo-o-o
,,Till we get to Buffalo.
,,
,,We were loaded down with barley
,,We were chock-full up on rye.
,,The captain he looked down at me
,,With his gol-durned wicked eye.
,,
,,Two days out from Syracuse
,,The vessel struck a shoal;
,,We like to all be foundered
,,On a chunk o' Lackawanna coal.
,,
,,We hollered to the captain
,,"On the towpath, treadin' dirt"
,,He jumped on board and stopped the leak
,,With his old red flannel shirt.
,,
,,The cook she was a grand old gal
,,Stood six foot in her socks.
,,Had a foot just like an elephant
,,And her breath would open locks.
,,
,,The wind begins to whistle
,,The waves begin to roll
,,We had to reef our royals
,,On that ragin' canal.
,,
,,The cook came to our rescue
,,She had a ragged dress;
,,We h'isted her upon the pole
,,As a signal of distress.
,,
,,When we got to Syracuse
,,"Off-mule, he was dead;"
,,The nigh mule got blind staggers
,,We cracked him on the head.
,,
,,The cook is in the Police Gazette
,,The captain went to jail;
,,And I'm the only son-of-a-sea-cook
,,That's left to tell the tale.
,JACOB'S LADDER,We are climbing Jacob's ladder
,,We are climbing Jacob's ladder
,,We are climbing Jacob's ladder
,,"Brothers, sisters, all"
,,
,,Every rung goes higher and higher
,,Every rung goes higher and higher
,,Every rung goes higher and higher
,,"Brothers, sisters, all"
,,
,,We are dancing Sarah's circle
,,We are dancing Sarah's circle
,,We are dancing Sarah's circle
,,"Sisters, brothers, all"
,,
,,Every round a generation
,,Every round a generation
,,Every round a generation
,,"Sisters, brothers, all"
,,
,,We are climbing Jacob's ladder
,,We are climbing Jacob's ladder
,,We are climbing Jacob's ladder
,,"Brothers, sisters, allØ"
,MY OKLAHOMA HOME,"When they opened up the strip I was young and full of zip,"
,,I wanted a place to call my own.
,,"And so I made the race, and staked me out a place,"
,,And settled down along the Cimarron.
,,
,,"It blowed away, it blowed away,"
,,"My Oklahoma home, it blowed away."
,,"It looked so green and fair when I built my shanty there,"
,,"But my Oklahoma home, it blowed away."
,,
,,"I planted wheat and oats, got some chickens and some shoats,"
,,Aimed to have some ham and eggs to feed my face.
,,"Got a mule to pull the plow, got an old red muley cow"
,,And got a fancy mortgage on the place.
,,
,,"It blowed away, it blowed away,"
,,All the crops I planted blowed away.
,,You can't grow any grain if there isn't any rain;
,,All except the mortgage blowed away.
,,
,,It blowed away my rooster and it blowed away my hens;
,,The pigs and cattle went astray.
,,All the crops that I sowed went a-foggin' down the road.
,,"My Oklahoma farm, it blowed away."
,,
,,"It blowed away, it blowed away,"
,,Everything I owned blowed away.
,,"I hollered and I cussed when my land went up in dust,"
,,"When my Oklahoma farm, it blowed away."
,,
,,"It looked so green and fair, when I built my shanty there,"
,,I figured I was all set for life.
,,I put on my Sunday best with my fancy scalloped vest
,,And went to town and picked me out a wife.
,,
,,"She blowed away, she blowed away"
,,My Oklahoma woman blowed away.
,,"Just as I bent and kissed her, she was picked up by a twister;"
,,My Oklahoma woman blowed away.
,,
,,Then I was left alone a-listenin' to the moan
,,Of the wind around the corners of my shack;
,,"So I took off down the road when the south wind blowed,"
,,A-travelin' with the wind at my back.
,,
,,"I blowed away, I blowed away"
,,Chasin' a dust cloud up ahead.
,,"Once it looked so green and fair, now it's up there in the air;"
,,My Oklahoma farm is overhead.
,,
,,"Now I'm always close to home no matter where I roam,"
,,For Oklahoma dust is everywhere.
,,"Makes no difference where I'm walkin', I can hear my chickens squawkin'"
,,I can hear my wife a-talkin' in the air.
,,
,,"It blowed away, it blowed away,"
,,My Oklahoma home blowed away.
,,"But my home is always near; it's in the atmosphere,"
,,My Oklahoma home that blowed away.
,,
,,"I'm a roamin' Oklahoman, but I'm always close to home"
,,And I'll never get homesick 'til I die.
,,"No matter where I'm found, my home is all around;"
,,My Oklahoma home is in the sky.
,,
,,"It blowed away, it blowed away,"
,,My farm down upon the Cimarron.
,,"But all around the world, wherever dust is whirled,"
,,Some is from my Oklahoma home.
,,
,,"It blowed away, it blowed away,"
,,My Oklahoma home blowed away.
,,"Oh it's up there in the sky in that dust cloud rolling by,"
,,My Oklahoma home is in the sky.Ø
,EYES ON THE PRIZE,"Paul and Silas, bound in jail"
,,Had no money for to go their bail
,,
,,"Keep your eyes on the prize,"
,,"Hold on, hold on, hold on, hold on,"
,,"Keep your eyes on the prize, hold on!"
,,
,,"The very moment we thought we was lost,"
,,"Dungeon shook and the chains fell off,"
,,
,,"Keep your eyes on the prize,"
,,"Hold on, hold on, hold on, hold on,"
,,"Keep your eyes on the prize, hold on!"
,,
,,Only thing that we did wrong
,,"Was stayin' in the wilderness so long,"
,,
,,"Keep your eyes on the prize,"
,,"Hold on, hold on, hold on, hold on,"
,,"Keep your eyes on the prize, hold on!"
,,
,,Only thing that we did right
,,Was the day we begun to fight!
,,
,,"Keep your eyes on the prize,"
,,"Hold on, hold on, hold on, hold on,"
,,"Keep your eyes on the prize, hold on!Ø"
,SHENANDOAH,"Oh Shenandoah, I love your daughter"
,,"Way-aye, you rolling river"
,,I'll take her 'cross yon rolling water
,,A way - we're bound away
,,'Cross the wide Missouri!
,,
,,"The Chief disdained the trader's dollars,"
,,"Way-aye, you rolling river"
,,My daughter you shall never follow
,,A way - we're bound away
,,'Cross the wide Missouri!
,,
,,"For seven years I courted Sally,"
,,"Way-aye, you rolling river"
,,For seven more I longed to have her
,,A way - we're bound away
,,'Cross the wide Missouri!
,,
,,She said she would not be my lover
,,"Way-aye, you rolling river"
,,Because I was a tarry sailor
,,A way - we're bound away
,,'Cross the wide Missouri!
,,
,,At last there came a Yankee skipper
,,"Way-aye, you rolling river"
,,"He winked his eye, and he tipped his flipper"
,,A way - we're bound away
,,'Cross the wide Missouri!
,,
,,He sold the Chief that fire-water
,,"Way-aye, you rolling river"
,,And 'cross the river he stole his daughter
,,A way - we're bound away
,,'Cross the wide Missouri!
,,
,,"Oh Shenandoah, I love your daughter"
,,"Way-aye, you rolling river"
,,I'll take her 'cross yon rolling water
,,A way - we're bound away
,,'Cross the wide Missouri!
,PAY ME MY MONEY DOWN,"Pay me, you owe me"
,,Pay me my money down
,,Pay me or go to jail
,,Pay me my money down
,,
,,I thought I heard the captain say
,,Pay me my money down
,,Tomorrow is our sailing day
,,Pay me my money down
,,
,,"Pay me, you owe me"
,,Pay me my money down
,,Pay me or go to jail
,,Pay me my money down
,,
,,Late last night we went into a bar
,,Pay me money down
,,They knocked us down with the end of a spar
,,Pay me my money down
,,
,,"Pay me, you owe me"
,,Pay me my money down
,,Pay me or go to jail
,,Pay me my money down
,,
,,I wish I was Mr. Howard's son
,,Pay me my money down
,,Sit in the house and watch the work getting down
,,Pay me my money down
,,
,,"Pay me, you owe meØ"
,WE SHALL OVERCOME,"One, two, three, four"
,,
,,"Hey we shall overcome, we shall overcome"
,,We shall overcome someday
,,"Darlin' here in my heart, yeah I do believe"
,,We shall overcome someday
,,
,,"Well we'll walk hand in hand, we'll walk hand in hand"
,,We'll walk hand in hand someday
,,"Darlin' here in my heart, yeah I do believe"
,,We'll walk hand in hand someday
,,
,,"Well we shall live in peace, we shall live in peace"
,,We shall live in peace someday
,,"Darlin' here in my heart, yeah I do believe"
,,We shall live in peace someday
,,
,,"Well we are not afraid, we are not afraid"
,,We shall overcome someday
,,"Yeah here in my heart, I do believe"
,,We shall overcome someday
,,
,,"Hey we shall overcome, we shall overcome"
,,We shall overcome someday
,,"Darlin' here in my heart, I do believe"
,,We shall overcome someday
,,We shall overcome someday
